키즈카페,모모와(momowa),서울특별시 강남구 언주로65길 7 2층 (역삼동),37.4951944,127.0453166,
키즈카페,아트아이색놀이터,서울특별시 마포구 신수로 30 (현석동 1층),37.5442153,126.9343705,
키즈카페,해피블럭카페 신도림점,서울특별시 구로구 경인로59길 8 (신도림동 태영프라자 209호일부),37.48797498,126.8232903,
키즈카페,블럭이랑,서울특별시 중랑구 신내역로3길 4 501호 (신내동 신내골드프라자),37.61951971,127.1067159,070-4141-4763
키즈카페,더키즈프리미엄키즈카페,서울특별시 광진구 면목로 57 3층 301호 (중곡동),37.55911688,127.0773145,02-464-0783
키즈카페,아이노리,서울특별시 금천구 금하로 763 지상2층 203204호 (시흥동 벽산중심상가),37.45034418,126.9145876,02-892-1231
키즈카페,헬로방방 남가좌충암점,서울특별시 서대문구 명지대길 103 7층 (남가좌동),37.58461087,126.9228585,02-372-4857
키즈카페,챔피언,서울특별시 강서구 양천로 476 지하 1층 (등촌동 3동 금부빌딩),37.56160051,126.8532724,
키즈카페,꼬마대통령,서울특별시 강동구 천호대로157길 6 (천호동(2층)),37.5380383,127.1270256,02-486-5553
키즈카페,알로하베베,서울특별시 중랑구 망우로 305 (상봉동),37.59691018,127.0861477,02-3405-5000
키즈카페,이가커피,서울특별시 관악구 인헌6길 16 1층 108호 (봉천동),37.47409973,126.9660081,
키즈카페,릴리펏한남더힐점,서울특별시 용산구 독서당로 85 지하1층 (한남동),37.53466131,127.0098089,
키즈카페,키즈필키즈카페,서울특별시 강동구 양재대로89가길 34 3층 (성내동),37.52510372,127.1341979,070-8873-8061
키즈카페,에르마노 키즈카페,서울특별시 강동구 상암로 195 2층 202호 (명일동),37.54662485,127.14419,
키즈카페,더치앤빈,서울특별시 구로구 디지털로33길 48 107호 (구로동 대륭포스트타워7차),37.48725844,126.8945047,
키즈카페,미니랜드,서울특별시 양천구 목동중앙본로 17 지상3층 (목동),37.54393268,126.8683636,
키즈카페,아이와,서울특별시 강동구 상암로3길 77 (암사동 광나루 삼성아파트 상가동 201호),37.55398882,127.1263029,
키즈카페,모이키즈,서울특별시 마포구 월드컵북로 218 (성산동 3층),37.56949898,126.9049978,
키즈카페,릴리펏마포공덕,서울특별시 마포구 독막로 291-5 2층 (염리동),37.54509964,126.9457625,02-701-3321
키즈카페,점프노리망원점,서울특별시 마포구 월드컵로 123 (망원동 3층일부),37.55909044,126.9069509,
키즈카페,릴리펏합정메세나폴리스점,서울특별시 마포구 양화로 45 (서교동 메세나폴리스몰1층 123호~129호),37.55076432,126.9141859,
키즈카페,키즈필 키즈카페,서울특별시 은평구 은평로11길 9 (응암동 3층),37.60158089,126.9231034,
키즈카페,김피라 롯데월드언더씨킹덤점,서울특별시 은평구 통일로 1050 (진관동 롯데몰 은평점4층),37.63753669,126.9179001,02-3434-8000
키즈카페,브리꼴라쥬,서울특별시 은평구 진흥로 87 (역촌동 4층),37.60474459,126.921723,
키즈카페,닥터밸런스 서울서부점,서울특별시 금천구 벚꽃로 266 마리오아울렛3관 지상7층 (가산동),37.47844625,126.885081,02-2067-2339
키즈카페,노리파크,서울특별시 강동구 상암로 26 2층 (암사동 선사타워빌딩),37.55044678,127.1263935,02-6285-5800
키즈카페,키즈카페어린왕자,서울특별시 관악구 관악로 203 (봉천동엔젤빌딩9층),37.4833008,126.9537813,
키즈카페,점핑박사,서울특별시 동작구 상도로 233 2층 (상도동),37.50545369,126.9448034,02-824-3008
키즈카페,플레이즈 라운지,서울특별시 성동구 서울숲2길 32-14 지하1층 B105호 (성수동1가 갤러리아 포레),37.54567684,127.0429145,02-468-5882
키즈카페,릴리펏 명일점,서울특별시 강동구 양재대로 1661 6층 (명일동),37.55386091,127.1439461,
키즈카페,릴리펏 현대백화점 천호점,서울특별시 강동구 천호대로 1005 현대백화점 8층 (천호동),37.53897536,127.1244416,02-2225-7892
키즈카페,파파스토리노원점,서울특별시 노원구 노원로 456 백암빌딩 2층 (상계동),37.65745113,127.0667278,
키즈카페,비지비키즈카페,서울특별시 동대문구 답십리로 302 4층 (장안동),37.57190944,127.0739179,
키즈카페,폴 바셋 강남GT타워점,서울특별시 서초구 서초대로 411 1층 (서초동 GT TOWER),37.49810842,127.0259224,02-2056-3029
키즈카페,원풀키즈카페,서울특별시 동대문구 장안벚꽃로 107 지하1층 (장안동 현대홈타운상가),37.56835644,127.0734526,02-2243-5959
키즈카페,원풀 키즈카페,서울특별시 성동구 왕십리로 410 I동 1층 108호 (하왕십리동 센트라스),37.56695088,127.0238056,
키즈카페,(주)바운스 반포점,서울특별시 서초구 고무래로 26 5층 (반포동),37.50234248,127.0112401,
키즈카페,스마트브릭 키즈카페,서울특별시 강남구 압구정로 312 지하1층 (신사동),37.52877806,127.0355161,
키즈카페,키키트리,서울특별시 마포구 굴레방로1길 25 지층 210호211호212호 (아현동 애오개아이파크),37.55624583,126.9554139,
키즈카페,노랑라운지,서울특별시 강동구 올림픽로 759 4층 (암사동),37.54904877,127.1267875,02-441-8250
키즈카페,키즈앤토이,서울특별시 강동구 구천면로 245 5층 (천호동),37.54228233,127.1308978,
키즈카페,헬로 HELLO,서울특별시 마포구 마포대로 190 (공덕동 1층일부),37.55091609,126.9557902,
키즈카페,디보빌리지 노원,서울특별시 노원구 노해로 507 3층 (상계동 와우쇼핑몰),37.6554307,127.0638911,02-950-0800
키즈카페,타요키즈카페중계점,서울특별시 노원구 덕릉로 669 (중계동 세양빌딩5층 501호),37.65737966,127.0746543,
키즈카페,핌(P.I.M),서울특별시 서초구 올림픽대로 683 1층 2층 (반포동 솔빛섬),37.51243765,126.995963,
키즈카페,점프노리,서울특별시 도봉구 도봉로104길 53 2층 (창동),37.64331676,127.03501,02-998-7770
키즈카페,키즈필실내놀이터,서울특별시 도봉구 우이천로32길 38 (쌍문동 동주빌딩 3층),37.6492245,127.0252398,02-904-3210
키즈카페,키즈필키즈카페,서울특별시 성북구 월계로 52 지상5층 (하월곡동),37.61147355,127.035568,
키즈카페,쁘띠몽드 서울봉천점,서울특별시 관악구 관악로30길 12 5층 502 504호 (봉천동),37.48548883,126.9579265,02-877-1136
